timestamp,S1_RSSI,S2_RSSI,S3_RSSI,S4_RSSI,action_label,experiment_id,sub_action_label
2026-03-08 12:48:37.325,-67,-64,-66,-64,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:37.715,-65,-71,,-64,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:38.205,-56,-70,-65,-67,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:38.421,-68,,-66,-66,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:38.629,,-63,,,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:39.029,,-71,,-65,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:39.234,-56,,-66,,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:39.450,,-69,,-67,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:39.681,-67,,,,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:39.884,,-63,-66,-63,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:40.127,-56,-70,-65,-70,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:40.361,-56,-71,-65,-64,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:40.574,-68,-63,-66,-67,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:40.781,-68,-70,-66,-68,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:40.989,-65,-64,-66,-61,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:41.193,-56,-70,-64,-71,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:41.394,-67,-63,-79,-64,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:41.606,-57,-63,-64,-70,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:41.810,-64,-71,,-70,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
2026-03-08 12:48:42.012,-57,-72,-64,-68,02-Far-Facing-Out,EXP_001,02-Far-Facing-Out-S
