timestamp,S1_RSSI,S2_RSSI,S3_RSSI,S4_RSSI,action_label,experiment_id,sub_action_label
2026-03-08 12:41:08.098,-73,-58,-71,-55,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:08.304,,-75,-59,-59,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:08.695,-69,-68,-61,-58,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:08.891,-68,,,,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:09.103,,-59,-58,-56,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:09.299,-69,,,,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:09.489,,-72,-59,-58,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:09.685,-69,-72,-59,-57,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:10.263,-66,-71,-57,-58,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:10.653,,,-63,,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:10.850,,-59,,-57,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:11.052,-66,-59,-57,-56,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:11.441,-71,-73,-61,-56,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:11.636,-73,-58,-58,-56,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:11.843,,-73,,,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:12.048,-71,-59,-58,-55,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:12.243,-67,-68,-61,-56,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:12.436,-67,-71,-58,-57,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:12.631,,-60,-58,-55,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
2026-03-08 12:41:12.832,-72,,,-56,01-Far-Facing-In,EXP_001,01-Far-Facing-In-W
