timestamp,S1_RSSI,S2_RSSI,S3_RSSI,S4_RSSI,action_label,experiment_id
2026-03-08 15:22:37.872,-64,-64,-63,-62,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:38.280,-62,,,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:38.505,,-67,-69,-63,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:38.704,-69,,,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:39.108,,-65,-66,-62,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:39.308,-71,,,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:39.508,-63,-65,-62,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:39.710,,,-67,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:39.942,-62,-74,-59,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:40.342,,-65,,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:40.557,,-68,-66,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:40.759,,,-69,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:40.959,,-65,,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:41.367,,,,-64,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:41.596,,-68,,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:42.201,,-69,,-58,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:42.597,-60,,,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:42.797,,-68,,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:42.999,,,-64,-65,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:43.238,-62,,,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:43.458,,-66,,-65,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:43.663,-66,,-65,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:43.865,,,-64,-58,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:44.070,,-70,,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:44.483,-60,-66,-63,-66,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:44.725,-60,,,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:44.930,-60,,,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:45.134,,,-62,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:45.135,,,,-64,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:45.539,-66,,,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:45.955,-65,,-59,-62,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:46.398,,-71,,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:46.609,-60,,-63,-58,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:46.823,,-64,,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:47.036,-66,,-67,,11_Out_Room4_Cornor3,EXP_004
2026-03-08 15:22:47.249,,-67,,-64,11_Out_Room4_Cornor3,EXP_004
