timestamp,S1_RSSI,S2_RSSI,S3_RSSI,S4_RSSI,action_label,experiment_id
2026-03-08 13:03:31.011,-70,-35,-57,-64,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:31.012,-65,-35,-57,-72,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:31.013,-65,-36,-56,-73,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:31.231,-61,,-62,-70,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:31.460,-61,,-59,-72,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:31.669,-64,,-62,,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:31.670,,,,-62,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:31.879,-60,,-59,-61,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:32.298,-62,-71,-59,-60,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:32.803,-60,-32,-65,-76,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:33.075,-69,-40,-66,-69,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:33.305,-73,-37,-67,-71,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:33.535,,-41,,,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:33.753,,,-76,-72,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:33.754,,-44,,,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:33.969,-59,-38,-68,-63,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:34.194,-52,-37,,-66,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:34.406,-60,-42,-68,-60,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:34.616,-63,,,,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:34.617,,-38,-69,-64,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:34.841,-67,-45,-70,-67,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:35.115,,,-67,,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:35.354,-66,-48,-74,-63,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:35.595,-61,-52,,-64,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:35.812,,-50,-68,-63,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:36.025,-59,,,,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:36.256,,-67,-71,-59,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:36.463,-62,,,,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:36.676,-65,-50,-57,-66,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:37.107,-55,-50,-60,-58,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:37.377,-62,-49,-65,-57,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:37.643,-57,-61,-55,-53,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:37.895,-62,-69,-57,-55,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:38.117,-61,-63,-48,-56,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:38.337,-65,-70,-51,-60,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:38.559,-62,-71,-56,-62,02_R2-R3-R4-R3,EXP_003
2026-03-08 13:03:38.767,-60,-69,-48,-56,02_R2-R3-R4-R3,EXP_003
