timestamp,S1_RSSI,S2_RSSI,S3_RSSI,S4_RSSI,action_label,experiment_id,sub_action_label
2026-03-08 12:47:13.415,-60,-56,-61,-63,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:13.912,-64,-58,-62,-60,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:14.384,-62,-59,-61,-61,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:14.605,-63,-66,,-57,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:14.817,-63,,-61,,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:15.045,-57,-66,-62,-57,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:15.254,-63,-59,-60,-60,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:15.454,-56,-61,-62,-71,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:15.654,-56,,,,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:15.655,-62,-66,-62,-71,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:15.935,-56,-66,,-57,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:16.156,,-58,,-57,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:16.379,-65,-60,,-57,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:16.596,,-61,,-60,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:16.808,-56,,,,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:17.221,-64,-61,,-60,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:17.618,-58,-68,-60,-57,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:17.820,,,-60,,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
2026-03-08 12:47:18.042,-58,-68,-59,-58,03-Near-Facing-Out,EXP_001,03-Near-Facing-Out-W
