time_based_rssi,label
"2026-03-08 13:33:50.265,-40,-70,-64,-67;2026-03-08 13:33:50.266,-44,-66,-71,-70;2026-03-08 13:33:50.267,-39,-62,-77,-62;2026-03-08 13:33:50.268,-42,-65,-77,-61;2026-03-08 13:33:50.467,-42,-68,-73,-71;2026-03-08 13:33:50.749,-38,,-71,;2026-03-08 13:33:50.979,-45,-70,,-69;2026-03-08 13:33:51.212,-40,-75,-65,-66;2026-03-08 13:33:51.435,-38,-59,-76,;2026-03-08 13:33:51.667,,-60,-63,-71;2026-03-08 13:33:51.891,-45,-62,-59,-73;2026-03-08 13:33:52.096,-46,-62,-70,-65;2026-03-08 13:33:52.566,-41,-69,-71,-73;2026-03-08 13:33:53.001,-54,-49,-56,-78;2026-03-08 13:33:53.409,-51,-62,-64,-76;2026-03-08 13:33:53.612,,-53,,-71;2026-03-08 13:33:53.845,-62,-49,-69,-65;2026-03-08 13:33:54.051,-47,-53,,-60;2026-03-08 13:33:54.355,-57,-50,-61,-73;2026-03-08 13:33:54.571,-56,-57,-66,-64;2026-03-08 13:33:54.803,-61,-51,-70,-66;2026-03-08 13:33:55.010,-59,-55,-60,-64;2026-03-08 13:33:55.213,-50,-73,,-71;2026-03-08 13:33:55.414,-68,-60,-61,;2026-03-08 13:33:55.655,-52,-62,-72,-74;2026-03-08 13:33:55.862,-59,,-69,-66;2026-03-08 13:33:56.139,-49,-54,-64,-60;2026-03-08 13:33:56.364,-55,-62,-67,-67;2026-03-08 13:33:56.581,,-68,-73,-64;2026-03-08 13:33:56.582,-63,,,-57;2026-03-08 13:33:56.812,-57,-65,-76,-58;2026-03-08 13:33:57.220,-65,-67,-71,-49;2026-03-08 13:33:57.424,-73,-65,-63,-39;2026-03-08 13:33:58.190,-71,-62,-63,-39;2026-03-08 13:33:58.613,-71,-64,-70,-37;2026-03-08 13:33:59.022,-72,-68,-61,-38;2026-03-08 13:33:59.427,-63,-73,-69,-33;2026-03-08 13:33:59.915,-60,-63,-67,-33;2026-03-08 13:34:00.360,-57,-56,-61,-40;2026-03-08 13:34:00.572,-66,-62,-67,-42;2026-03-08 13:34:00.792,-53,-65,-63,-41;2026-03-08 13:34:01.002,-67,-79,-72,-44;2026-03-08 13:34:01.213,-76,-62,-71,-56;2026-03-08 13:34:01.495,-66,-64,,-44;2026-03-08 13:34:01.724,-69,-66,-59,-46;2026-03-08 13:34:01.943,-73,-65,-61,-46;2026-03-08 13:34:02.167,,-72,-59,;2026-03-08 13:34:02.376,-70,,,;2026-03-08 13:34:02.377,,,,-49;2026-03-08 13:34:02.581,,-70,-62,;2026-03-08 13:34:02.796,-64,-74,-64,-46;2026-03-08 13:34:03.272,-66,,-70,-54;2026-03-08 13:34:03.506,,-69,,;2026-03-08 13:34:03.719,-68,,-76,-47;2026-03-08 13:34:03.956,,-67,,;2026-03-08 13:34:04.162,-71,,-71,-53;2026-03-08 13:34:04.384,-74,-77,-80,-50;2026-03-08 13:34:04.604,-64,-67,-69,-61;2026-03-08 13:34:04.812,-67,-69,-65,-67;2026-03-08 13:34:05.097,-64,-67,-73,-60;2026-03-08 13:34:05.341,,,-82,-52;2026-03-08 13:34:05.585,-61,-72,-66,-54;2026-03-08 13:34:05.586,-70,-64,-69,-57;2026-03-08 13:34:05.800,-71,-66,-61,-59;2026-03-08 13:34:06.007,-68,-63,-69,-58;2026-03-08 13:34:06.216,-68,,,;2026-03-08 13:34:06.423,,-80,-68,-69;2026-03-08 13:34:06.628,-68,,,;2026-03-08 13:34:06.907,,,-61,-56;2026-03-08 13:34:07.170,-64,-58,-57,-61;2026-03-08 13:34:07.420,,-66,,;2026-03-08 13:34:07.627,-50,-62,-61,-61;2026-03-08 13:34:08.027,-42,,-73,-67;2026-03-08 13:34:08.235,,-62,,;2026-03-08 13:34:08.445,-41,,,-64;2026-03-08 13:34:08.710,-39,-61,-67,-69;2026-03-08 13:34:08.977,-42,-60,-65,-57;2026-03-08 13:34:09.203,-43,-68,-66,-58;2026-03-08 13:34:09.411,-44,-63,,-68;2026-03-08 13:34:09.619,-41,-59,-76,-71;2026-03-08 13:34:09.840,-45,-62,-72,-68;2026-03-08 13:34:10.049,-43,-66,-67,-59;2026-03-08 13:34:10.260,-46,-64,-66,-61;2026-03-08 13:34:10.541,-44,-63,-68,-62;2026-03-08 13:34:10.775,,-63,-63,;2026-03-08 13:34:10.996,-49,-65,,-62;2026-03-08 13:34:11.207,,,-77,;2026-03-08 13:34:11.417,-54,-57,-79,-66;2026-03-08 13:34:11.829,,-59,-75,;2026-03-08 13:34:12.033,-58,,,-66;2026-03-08 13:34:12.340,,-78,,;2026-03-08 13:34:12.341,-61,,-70,-66;2026-03-08 13:34:12.777,-70,-59,-68,-74;2026-03-08 13:34:13.186,-52,-69,-75,-62;2026-03-08 13:34:13.426,-68,-69,-72,-66;2026-03-08 13:34:13.634,-56,-70,-72,-75;2026-03-08 13:34:13.845,-55,-60,-68,-61;2026-03-08 13:34:14.140,-63,-60,-73,-65;2026-03-08 13:34:14.141,-60,,,;2026-03-08 13:34:14.370,-55,-60,-64,-58;2026-03-08 13:34:14.619,-57,-60,,-68;2026-03-08 13:34:14.847,-53,-50,-63,-56;2026-03-08 13:34:15.285,-74,-44,-55,-62;2026-03-08 13:34:15.496,-65,-41,,-68;2026-03-08 13:34:15.703,,,-65,;2026-03-08 13:34:16.102,-67,-35,-61,-62;2026-03-08 13:34:16.367,-61,,-64,;2026-03-08 13:34:16.591,-74,-36,-66,-71;2026-03-08 13:34:16.803,,-36,,-69;2026-03-08 13:34:17.013,-73,,-68,;2026-03-08 13:34:17.232,,-38,-75,-69;2026-03-08 13:34:17.434,-71,,,;2026-03-08 13:34:17.641,,-39,-64,-69;2026-03-08 13:34:17.909,-67,-39,-76,-66;2026-03-08 13:34:18.137,,,,-72;2026-03-08 13:34:18.384,,-39,-76,;2026-03-08 13:34:18.385,-72,-40,-62,;2026-03-08 13:34:18.592,-65,-59,-74,-72;2026-03-08 13:34:18.799,-69,-39,-75,-68;2026-03-08 13:34:19.007,-70,-71,-60,-71;2026-03-08 13:34:19.227,-69,-35,-62,-69;2026-03-08 13:34:19.435,-71,,,-67;2026-03-08 13:34:19.696,-67,-37,-59,-68;2026-03-08 13:34:19.934,-67,-39,-79,-70;2026-03-08 13:34:20.155,-64,-38,-58,-70;2026-03-08 13:34:20.369,-65,-40,-71,-73;2026-03-08 13:34:20.577,-65,-40,-59,-72;2026-03-08 13:34:20.784,,,-70,",1 4 1 2
"2026-03-08 13:44:49.081,-64,-64,-60,-71;2026-03-08 13:44:49.082,-52,-59,-59,-64;2026-03-08 13:44:49.083,-44,-58,-67,-70;2026-03-08 13:44:49.293,-43,-64,-73,;2026-03-08 13:44:49.497,,,,-76;2026-03-08 13:44:49.713,-46,-73,-66,-71;2026-03-08 13:44:49.959,-54,-62,-66,;2026-03-08 13:44:50.234,-43,-66,-70,-68;2026-03-08 13:44:50.490,,-62,,;2026-03-08 13:44:50.713,-46,-65,-73,-75;2026-03-08 13:44:50.714,,,-71,;2026-03-08 13:44:50.948,-46,-64,-69,-70;2026-03-08 13:44:51.149,-45,-61,-77,-72;2026-03-08 13:44:51.351,,-56,-75,;2026-03-08 13:44:51.553,,,,-72;2026-03-08 13:44:52.007,-63,-58,-58,-64;2026-03-08 13:44:52.239,-56,-50,-64,;2026-03-08 13:44:52.483,,,,-66;2026-03-08 13:44:52.688,,-50,-66,;2026-03-08 13:44:52.895,-58,,,;2026-03-08 13:44:53.097,-49,-60,-73,-70;2026-03-08 13:44:53.316,-58,-53,-70,-66;2026-03-08 13:44:53.523,-58,-64,-71,;2026-03-08 13:44:53.808,-57,-69,-68,-65;2026-03-08 13:44:54.036,-56,-66,-63,-63;2026-03-08 13:44:54.270,-64,-57,-66,-65;2026-03-08 13:44:54.480,-64,-60,-60,-61;2026-03-08 13:44:54.710,-60,-58,-66,-72;2026-03-08 13:44:54.917,-66,-58,-68,-56;2026-03-08 13:44:55.119,-53,-56,,;2026-03-08 13:44:55.324,-57,-59,,-59;2026-03-08 13:44:55.826,-67,-63,-67,-61;2026-03-08 13:44:56.258,-65,-67,-63,-40;2026-03-08 13:44:56.667,-70,-65,-60,-40;2026-03-08 13:44:56.874,,,-68,;2026-03-08 13:44:57.081,-73,-62,,-39;2026-03-08 13:44:57.442,,-65,-62,;2026-03-08 13:44:57.679,-66,,-66,-67;2026-03-08 13:44:57.893,-69,-73,,-30;2026-03-08 13:44:58.097,,,-73,;2026-03-08 13:44:58.303,-70,-67,,-32;2026-03-08 13:44:58.521,,,-74,;2026-03-08 13:44:58.726,,-59,,;2026-03-08 13:44:58.929,-73,,-69,-41;2026-03-08 13:44:58.930,,-68,,;2026-03-08 13:44:59.213,-59,-59,-60,-38;2026-03-08 13:44:59.443,-68,-63,-66,-40;2026-03-08 13:44:59.666,-57,-72,-71,-48;2026-03-08 13:44:59.917,-54,-63,-61,-45;2026-03-08 13:45:00.129,-66,-64,-65,-46;2026-03-08 13:45:00.345,-53,-55,-66,-55;2026-03-08 13:45:00.574,-56,-57,-66,-58;2026-03-08 13:45:00.783,-55,-60,,-48;2026-03-08 13:45:01.071,-61,,-68,-48;2026-03-08 13:45:01.303,,-65,-65,;2026-03-08 13:45:01.521,-62,,,-53;2026-03-08 13:45:01.732,,,-62,;2026-03-08 13:45:01.972,,-61,,-58;2026-03-08 13:45:02.181,-59,,,;2026-03-08 13:45:02.393,-64,-64,-66,-49;2026-03-08 13:45:02.598,-58,-64,-61,;2026-03-08 13:45:02.890,-64,-61,-75,-52;2026-03-08 13:45:03.126,-53,-63,-73,-54;2026-03-08 13:45:03.350,-56,-66,-67,-57;2026-03-08 13:45:03.559,-68,-65,-70,-64;2026-03-08 13:45:03.770,,-75,,;2026-03-08 13:45:04.014,-74,,-49,-65;2026-03-08 13:45:04.227,,-64,,;2026-03-08 13:45:04.436,-73,-58,-41,-64;2026-03-08 13:45:04.929,-58,-67,-39,-68;2026-03-08 13:45:05.368,-61,-55,-35,-64;2026-03-08 13:45:05.585,,-66,-37,-70;2026-03-08 13:45:05.790,-65,,,;2026-03-08 13:45:05.996,,-68,-42,-64;2026-03-08 13:45:06.240,-69,,,;2026-03-08 13:45:06.502,-63,-76,-40,-57;2026-03-08 13:45:06.965,-59,,-49,;2026-03-08 13:45:06.966,-62,-65,-42,-67;2026-03-08 13:45:07.174,-62,-71,-50,-65;2026-03-08 13:45:07.379,,,,-63;2026-03-08 13:45:07.380,-74,-75,-42,-72;2026-03-08 13:45:07.604,-67,-66,-47,-69;2026-03-08 13:45:07.809,-62,,-45,;2026-03-08 13:45:07.810,,-60,-43,-64;2026-03-08 13:45:08.015,,-64,-42,-53;2026-03-08 13:45:08.290,-74,-65,-52,-58;2026-03-08 13:45:08.522,-69,,,-53;2026-03-08 13:45:08.742,,-73,-49,;2026-03-08 13:45:08.952,-65,,,-63;2026-03-08 13:45:09.196,,,-68,;2026-03-08 13:45:09.198,-57,-65,,-58;2026-03-08 13:45:09.642,-72,-75,-52,;2026-03-08 13:45:09.852,,,-47,;2026-03-08 13:45:10.115,-66,,,-68;2026-03-08 13:45:10.116,,-67,,;2026-03-08 13:45:10.350,,,-49,-62;2026-03-08 13:45:10.780,-64,-65,-56,;2026-03-08 13:45:10.988,-72,-70,-49,-55;2026-03-08 13:45:11.195,-65,-61,-52,-61;2026-03-08 13:45:11.405,-69,-64,-52,-59;2026-03-08 13:45:11.614,-68,-56,-51,-66;2026-03-08 13:45:11.938,-68,-52,-66,-61;2026-03-08 13:45:12.164,-64,-48,-66,-70;2026-03-08 13:45:12.384,,,-70,-74;2026-03-08 13:45:12.595,-62,-47,-67,;2026-03-08 13:45:12.834,-60,,,;2026-03-08 13:45:13.049,,-41,-75,;2026-03-08 13:45:13.050,,,,-73;2026-03-08 13:45:13.460,-59,-39,-72,-61;2026-03-08 13:45:13.724,-60,-34,-74,-64;2026-03-08 13:45:14.190,-70,-39,-59,-65;2026-03-08 13:45:14.624,-58,-40,-70,-71;2026-03-08 13:45:14.834,-65,-40,-57,-63;2026-03-08 13:45:15.058,,-39,-68,-57;2026-03-08 13:45:15.299,-63,-41,-55,-58;2026-03-08 13:45:15.594,-73,-41,-55,-57;2026-03-08 13:45:15.852,-65,-39,-65,-57;2026-03-08 13:45:16.082,-65,-35,-54,-74;2026-03-08 13:45:16.313,-62,-40,,-57;2026-03-08 13:45:16.523,-63,-39,-56,-65;2026-03-08 13:45:16.974,-74,-39,-66,-57;2026-03-08 13:45:17.471,-67,-41,-66,-59;2026-03-08 13:45:17.701,-60,-38,-57,-57;2026-03-08 13:45:18.135,,,,-73;2026-03-08 13:45:18.348,-66,-42,-59,;2026-03-08 13:45:18.556,,-34,-56,-64;2026-03-08 13:45:18.759,-61,,,;2026-03-08 13:45:18.961,,,,-62;2026-03-08 13:45:19.202,,-38,-66,;2026-03-08 13:45:19.204,-65,-43,,-62;2026-03-08 13:45:19.208,,,-58,;2026-03-08 13:45:19.506,-63,-39,-67,-63;2026-03-08 13:45:19.507,-68,-41,-57,-66",1 4 3 2
"2026-03-08 13:32:57.224,-69,-71,-67,-34;2026-03-08 13:32:57.225,-62,-65,-68,-38;2026-03-08 13:32:57.226,-60,-63,-71,-34;2026-03-08 13:32:57.227,-66,-66,-61,-34;2026-03-08 13:32:57.479,-68,-65,-68,-34;2026-03-08 13:32:57.706,-72,-63,,;2026-03-08 13:32:57.935,,,,-37;2026-03-08 13:32:57.936,-57,-63,-76,-34;2026-03-08 13:32:58.160,-66,-65,-70,-34;2026-03-08 13:32:58.367,-59,-61,-62,-38;2026-03-08 13:32:58.617,-59,-60,-67,-42;2026-03-08 13:32:58.822,,,-65,;2026-03-08 13:32:59.288,-62,-65,-71,-44;2026-03-08 13:32:59.525,-67,,,;2026-03-08 13:32:59.747,-54,-63,,-43;2026-03-08 13:33:00.158,-70,-55,,-54;2026-03-08 13:33:00.553,-61,-75,,-61;2026-03-08 13:33:00.784,-56,-70,,-46;2026-03-08 13:33:00.988,-53,-61,,-58;2026-03-08 13:33:01.275,-59,-62,-66,-61;2026-03-08 13:33:01.507,-68,-57,,-78;2026-03-08 13:33:01.720,-60,-64,-61,-50;2026-03-08 13:33:01.925,-67,,-62,-49;2026-03-08 13:33:02.133,-58,-65,,-46;2026-03-08 13:33:02.562,-70,-66,,-56;2026-03-08 13:33:02.770,,,,-61;2026-03-08 13:33:03.017,-68,-68,,-64;2026-03-08 13:33:03.264,-74,,,;2026-03-08 13:33:03.265,,-71,-52,;2026-03-08 13:33:03.488,,,,-65;2026-03-08 13:33:03.706,-70,,-49,;2026-03-08 13:33:03.906,-67,-67,-47,-64;2026-03-08 13:33:04.320,-62,-71,-40,-67;2026-03-08 13:33:04.522,,-66,,;2026-03-08 13:33:04.523,-61,,-39,-61;2026-03-08 13:33:04.791,-77,-63,-38,-66;2026-03-08 13:33:05.018,-68,-66,-38,-66;2026-03-08 13:33:05.238,-62,,,;2026-03-08 13:33:05.239,-67,-58,-39,-66;2026-03-08 13:33:05.454,-68,-62,-42,-65;2026-03-08 13:33:05.678,-72,-72,-44,-65;2026-03-08 13:33:06.115,-67,-64,-43,-69;2026-03-08 13:33:06.602,-68,-71,-38,-70;2026-03-08 13:33:07.060,-69,-70,-44,-61;2026-03-08 13:33:07.267,-69,,,;2026-03-08 13:33:07.469,,-66,-47,-65;2026-03-08 13:33:07.867,-65,-65,-44,-57;2026-03-08 13:33:08.379,-64,-72,-49,-63;2026-03-08 13:33:08.606,-70,-69,-53,-72;2026-03-08 13:33:08.820,-78,-65,-52,-48;2026-03-08 13:33:09.048,-63,-74,-53,-50;2026-03-08 13:33:09.259,-73,-67,-61,-57;2026-03-08 13:33:09.466,-64,-66,-76,-51;2026-03-08 13:33:09.668,-69,-61,-61,-54;2026-03-08 13:33:09.894,,-61,-53,-55;2026-03-08 13:33:10.158,-57,,,;2026-03-08 13:33:10.405,-75,-75,-57,-61;2026-03-08 13:33:10.827,-68,-74,-46,-70;2026-03-08 13:33:11.227,,-59,,;2026-03-08 13:33:11.429,-66,,-50,-68;2026-03-08 13:33:11.670,-65,-52,-50,-71;2026-03-08 13:33:12.216,-64,,,;2026-03-08 13:33:12.217,,-55,-64,-64;2026-03-08 13:33:12.432,-60,,-71,;2026-03-08 13:33:12.638,,-42,,-62;2026-03-08 13:33:12.841,-65,,-70,-62;2026-03-08 13:33:13.046,,-40,,;2026-03-08 13:33:13.274,-65,,-71,-73;2026-03-08 13:33:13.493,-61,-39,-76,-71;2026-03-08 13:33:13.773,-72,-37,-79,-67;2026-03-08 13:33:14.227,-68,-38,-60,-68;2026-03-08 13:33:14.442,-60,-41,-61,-71;2026-03-08 13:33:14.651,-64,-53,-69,-70;2026-03-08 13:33:14.860,,-48,-63,;2026-03-08 13:33:15.125,-62,-43,,-60;2026-03-08 13:33:15.338,,,-59,;2026-03-08 13:33:15.553,-67,,,-67;2026-03-08 13:33:15.844,-75,-39,-53,-65;2026-03-08 13:33:16.290,-57,-41,-61,-66;2026-03-08 13:33:16.695,-65,,,-58;2026-03-08 13:33:16.945,,-46,-51,;2026-03-08 13:33:17.151,-76,-50,-54,-75;2026-03-08 13:33:17.353,,-50,-71,-57;2026-03-08 13:33:17.585,-68,,-56,-60;2026-03-08 13:33:17.586,,-55,-54,;2026-03-08 13:33:17.809,-68,-50,-58,-62;2026-03-08 13:33:18.031,-68,-53,-69,-58;2026-03-08 13:33:18.247,-77,-57,-61,-56;2026-03-08 13:33:18.491,-64,-49,-75,-58;2026-03-08 13:33:18.706,-71,-49,-61,;2026-03-08 13:33:18.922,,,,-64;2026-03-08 13:33:19.125,,,-53,;2026-03-08 13:33:19.408,-59,-53,-61,;2026-03-08 13:33:19.633,,,,-71;2026-03-08 13:33:19.853,-56,-51,-67,-69;2026-03-08 13:33:20.285,-45,-67,-67,-65;2026-03-08 13:33:20.693,-46,-58,-65,;2026-03-08 13:33:20.895,,,,-62;2026-03-08 13:33:21.180,-44,,-66,-65;2026-03-08 13:33:21.181,-40,-65,-66,-62;2026-03-08 13:33:21.443,-46,-62,-76,-62;2026-03-08 13:33:21.667,-45,-59,-72,-65;2026-03-08 13:33:21.875,-45,-72,-73,-70;2026-03-08 13:33:22.079,-40,-61,-73,-66;2026-03-08 13:33:22.291,-46,,,;2026-03-08 13:33:22.499,-58,-65,-69,-75;2026-03-08 13:33:22.706,,,-73,-60;2026-03-08 13:33:22.984,-39,-74,,;2026-03-08 13:33:23.217,,,-75,-74;2026-03-08 13:33:23.434,-40,-77,,;2026-03-08 13:33:23.672,,,-72,-60;2026-03-08 13:33:23.879,-46,-61,,;2026-03-08 13:33:24.111,-46,-59,-73,;2026-03-08 13:33:24.326,-38,-71,-73,-68;2026-03-08 13:33:24.531,-38,-73,-73,-58;2026-03-08 13:33:24.808,,-59,-65,-67;2026-03-08 13:33:24.809,-44,-74,,;2026-03-08 13:33:25.037,-38,-67,-73,;2026-03-08 13:33:25.038,-45,-59,-73,-58;2026-03-08 13:33:25.265,-42,-75,-68,-67;2026-03-08 13:33:25.488,-38,-67,-73,-67;2026-03-08 13:33:25.693,-39,-75,-68,-58;2026-03-08 13:33:25.894,-40,-79,,-58;2026-03-08 13:33:26.313,-41,-61,-78,-59",4 3 2 1
"2026-03-08 13:47:21.060,-67,-74,-60,-70;2026-03-08 13:47:21.061,-61,-63,-46,-57;2026-03-08 13:47:21.062,-74,-60,-54,-70;2026-03-08 13:47:21.063,-67,-60,-47,-69;2026-03-08 13:47:21.064,-72,-65,-46,-73;2026-03-08 13:47:21.065,-66,-60,-53,-65;2026-03-08 13:47:21.066,-66,-58,-53,-70;2026-03-08 13:47:21.276,,-60,-50,-75;2026-03-08 13:47:21.485,,-64,-43,;2026-03-08 13:47:21.693,,-58,-74,-70;2026-03-08 13:47:22.036,,-58,-38,-71;2026-03-08 13:47:22.291,,,-39,;2026-03-08 13:47:22.512,,-72,-39,-62;2026-03-08 13:47:22.927,-59,-73,-46,-60;2026-03-08 13:47:23.336,-63,-65,-45,;2026-03-08 13:47:23.540,,,,-62;2026-03-08 13:47:23.820,-63,-63,-44,;2026-03-08 13:47:24.050,-65,-66,-45,;2026-03-08 13:47:24.272,,-64,-53,-62;2026-03-08 13:47:24.480,-67,,,;2026-03-08 13:47:24.745,-72,-67,-48,-66;2026-03-08 13:47:24.958,-71,-64,,-66;2026-03-08 13:47:25.169,-73,-72,-56,-63;2026-03-08 13:47:25.650,-67,-66,-58,-70;2026-03-08 13:47:25.877,-73,-69,-50,-61;2026-03-08 13:47:26.094,-75,,,;2026-03-08 13:47:26.303,,-69,-50,-76;2026-03-08 13:47:26.515,-65,,,;2026-03-08 13:47:26.917,-75,-62,-57,-61;2026-03-08 13:47:27.161,-75,,-59,-59;2026-03-08 13:47:27.476,,-72,,;2026-03-08 13:47:27.705,-65,-50,-61,-72;2026-03-08 13:47:27.922,,,,-59;2026-03-08 13:47:28.133,-61,-53,-65,;2026-03-08 13:47:28.344,,,,-57;2026-03-08 13:47:28.555,-63,,,;2026-03-08 13:47:28.762,-65,-59,,-49;2026-03-08 13:47:28.970,-67,-60,-65,-51;2026-03-08 13:47:29.268,-54,-55,-66,-46;2026-03-08 13:47:29.526,-61,-63,-62,-44;2026-03-08 13:47:29.793,-69,-64,-73,-38;2026-03-08 13:47:30.007,-64,-66,-68,-45;2026-03-08 13:47:30.220,-66,-71,-76,-38;2026-03-08 13:47:30.632,-71,-66,-61,-33;2026-03-08 13:47:31.102,-66,-57,-63,-42;2026-03-08 13:47:31.546,-67,-59,-63,;2026-03-08 13:47:31.757,,,,-39;2026-03-08 13:47:31.965,-69,-71,-71,;2026-03-08 13:47:32.446,-66,-64,-62,-43;2026-03-08 13:47:32.657,-70,-71,-63,-44;2026-03-08 13:47:32.934,-72,-61,-64,-59;2026-03-08 13:47:33.165,-75,-73,,;2026-03-08 13:47:33.397,-66,-69,-70,-60;2026-03-08 13:47:33.612,,-73,-71,;2026-03-08 13:47:33.819,-69,-69,-64,-49;2026-03-08 13:47:34.229,-65,-68,-72,;2026-03-08 13:47:34.436,,,,-49;2026-03-08 13:47:34.717,-68,-70,-73,-53;2026-03-08 13:47:34.949,-77,,-68,;2026-03-08 13:47:35.210,,-71,,-47;2026-03-08 13:47:35.436,-64,-68,-74,;2026-03-08 13:47:35.645,,,,-49;2026-03-08 13:47:35.855,-62,-51,-64,;2026-03-08 13:47:36.270,,-51,-61,;2026-03-08 13:47:36.542,,-54,,-69;2026-03-08 13:47:36.771,,-55,-68,-68;2026-03-08 13:47:37.208,,-56,-61,-65;2026-03-08 13:47:37.457,-56,-58,-63,-60;2026-03-08 13:47:37.666,-51,-53,-65,-66;2026-03-08 13:47:37.874,-44,-69,-73,-69;2026-03-08 13:47:38.099,-46,-59,-71,;2026-03-08 13:47:38.398,-38,-69,-69,-71;2026-03-08 13:47:38.633,-40,-60,-70,-71;2026-03-08 13:47:38.856,-45,,,;2026-03-08 13:47:38.857,-47,-62,-66,-75;2026-03-08 13:47:39.070,-40,-61,-71,-63;2026-03-08 13:47:39.280,-39,-66,-67,-75;2026-03-08 13:47:39.484,,-64,-62,;2026-03-08 13:47:39.699,-41,,,-65;2026-03-08 13:47:39.908,,-70,-61,;2026-03-08 13:47:40.179,-47,-61,,-66;2026-03-08 13:47:40.703,,,,-63;2026-03-08 13:47:40.704,-45,-76,,;2026-03-08 13:47:41.111,-40,,,-60;2026-03-08 13:47:41.320,,-70,,-63;2026-03-08 13:47:41.541,,-62,,-69;2026-03-08 13:47:41.759,-52,-67,,-66;2026-03-08 13:47:42.027,,-60,,;2026-03-08 13:47:42.028,-59,-66,-70,-69;2026-03-08 13:47:42.262,-57,-63,-68,-66;2026-03-08 13:47:42.505,-57,,-68,-78;2026-03-08 13:47:42.716,,-73,-59,-67;2026-03-08 13:47:42.928,-53,,,;2026-03-08 13:47:43.137,-54,-62,-73,-71;2026-03-08 13:47:43.572,-55,-60,-67,-62;2026-03-08 13:47:44.112,-56,-62,-73,-67;2026-03-08 13:47:44.531,-68,-58,-69,-64;2026-03-08 13:47:44.749,-62,-68,-54,-59;2026-03-08 13:47:44.960,-73,-55,-54,-60;2026-03-08 13:47:45.179,-57,-51,-60,-61;2026-03-08 13:47:45.413,,-51,-58,-65;2026-03-08 13:47:45.728,,-74,-57,-57;2026-03-08 13:47:46.193,,-40,-59,-67;2026-03-08 13:47:46.622,,-38,-61,-64;2026-03-08 13:47:47.035,,,,-62;2026-03-08 13:47:47.036,-69,-39,-64,;2026-03-08 13:47:47.497,-74,-42,-57,-61;2026-03-08 13:47:47.735,-65,,,;2026-03-08 13:47:47.956,,-40,-71,-67;2026-03-08 13:47:48.176,,-35,-67,-69;2026-03-08 13:47:48.402,-69,-44,-76,-74;2026-03-08 13:47:48.607,-69,-43,,-63;2026-03-08 13:47:48.815,-69,-35,-71,-69;2026-03-08 13:47:49.058,,,,-69;2026-03-08 13:47:49.336,,-40,,-64;2026-03-08 13:47:49.586,-63,,-64,;2026-03-08 13:47:49.810,,-39,,;2026-03-08 13:47:50.039,-61,-41,-71,-65;2026-03-08 13:47:50.258,-62,-40,-73,;2026-03-08 13:47:50.693,,,,-66;2026-03-08 13:47:50.915,-67,-40,-68,-65;2026-03-08 13:47:51.196,-66,-41,-69,-70;2026-03-08 13:47:51.467,-59,-39,,-78;2026-03-08 13:47:51.695,-64,-38,-72,;2026-03-08 13:47:51.910,,-39,,-73;2026-03-08 13:47:52.160,,,-67,;2026-03-08 13:47:52.371,-64,-39,,-65;2026-03-08 13:47:52.787,-61,-41,-75,-73;2026-03-08 13:47:53.307,-59,,,-64;2026-03-08 13:47:53.536,,-38,-74,;2026-03-08 13:47:53.765,,,,-72",3 4 1 2
